id,adults,children,weekends,weekdays,meal_type,room_type,arrival,lead_time,segment,repeat,price,requests,booking_status
25570,2,0,3,5,Meal Plan 1,Room_Type 1,2018-05-29,213.0,Offline,0,80.24,1,0
25571,2,1,0,2,Meal Plan 1,Room_Type 5,2018-08-26,178.0,Offline,0,117.6,0,1
25572,2,0,0,1,Not Selected,Room_Type 1,2018-11-11,60.0,Online,0,88.0,1,0
25573,1,0,1,2,Meal Plan 1,Room_Type 1,2017-09-04,219.0,Offline,0,76.67,0,0
25574,2,0,1,3,Meal Plan 1,Room_Type 1,2018-03-24,34.0,Online,0,124.65,0,1
25575,1,1,1,3,Meal Plan 1,Room_Type 1,2018-07-11,173.0,Online,0,65.49,1,0
25576,2,0,0,4,Not Selected,Room_Type 1,2018-02-16,17.0,Online,0,79.0,2,1
25577,2,0,0,3,Meal Plan 1,Room_Type 1,2018-02-24,1.0,Online,0,73.61,0,0
25578,2,0,1,1,Not Selected,Room_Type 1,2018-05-09,1.0,Online,0,89.0,0,0
25579,1,0,2,4,Meal Plan 1,Room_Type 1,2017-09-24,63.0,Offline,0,118.43,0,0
25580,2,0,1,3,Meal Plan 1,Room_Type 1,2018-09-29,,Online,0,100.3,1,1
25581,1,0,0,1,Meal Plan 1,Room_Type 1,2017-10-29,28.0,Offline,0,130.0,0,0
25582,2,0,0,1,Meal Plan 1,Room_Type 4,2018-05-21,23.0,Online,0,140.4,0,1
25583,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,37.0,Offline,0,105.0,0,0
25584,2,0,1,2,Meal Plan 1,Room_Type 1,2018-03-25,89.0,Online,0,96.3,1,0
25585,2,0,0,1,Not Selected,Room_Type 1,2018-01-27,9.0,Online,0,90.0,2,0
25586,2,0,0,1,Meal Plan 1,Room_Type 1,2018-05-21,30.0,Online,0,126.9,1,0
25587,2,0,2,2,Meal Plan 1,Room_Type 1,2017-10-09,204.0,Offline,0,72.75,0,0
25588,2,0,0,1,Meal Plan 1,Room_Type 1,2017-09-10,1.0,Online,0,,1,0
25589,2,0,2,4,Not Selected,Room_Type 1,2018-02-11,1.0,Online,0,79.0,0,0
25590,2,0,1,3,Meal Plan 1,Room_Type 1,2017-10-12,166.0,Online,0,89.25,2,0
25591,2,0,2,1,Meal Plan 1,Room_Type 4,2018-02-07,19.0,Online,0,82.8,2,0
25592,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,37.0,Offline,0,105.0,0,0
25593,2,1,1,3,Not Selected,Room_Type 1,2018-08-25,190.0,Online,0,67.09,0,1
25594,2,0,1,5,Meal Plan 1,Room_Type 4,2018-08-01,110.0,Online,0,120.3,1,0
25595,2,0,0,2,Not Selected,Room_Type 1,2018-08-25,180.0,Online,0,85.5,0,1
25596,2,0,0,4,Meal Plan 1,Room_Type 1,2017-12-08,22.0,Offline,0,43.5,0,0
25597,2,0,0,2,Meal Plan 2,Room_Type 1,2017-08-14,39.0,Offline,0,101.5,0,0
25598,2,0,0,2,Meal Plan 1,Room_Type 4,2018-03-25,,Online,0,140.4,0,1
25599,2,0,2,2,Meal Plan 1,Room_Type 1,2018-08-13,5.0,Online,0,170.0,1,0
25600,2,0,2,1,Meal Plan 1,Room_Type 1,2017-10-10,221.0,Offline,0,,0,0
25601,3,0,0,2,Meal Plan 1,Room_Type 4,2018-08-04,114.0,Online,0,137.7,0,0
25602,2,0,0,4,Meal Plan 1,Room_Type 1,2018-06-22,190.0,Offline,0,95.0,0,0
25603,2,0,0,4,Meal Plan 1,Room_Type 1,2018-12-28,15.0,Online,0,117.3,1,0
25604,2,2,0,4,Meal Plan 1,Room_Type 6,2018-09-27,26.0,Online,0,226.5,0,1
25605,2,0,1,2,Not Selected,Room_Type 1,2018-11-11,47.0,Online,0,79.2,2,0
25606,2,0,0,2,Meal Plan 2,Room_Type 1,2018-06-24,265.0,Offline,0,115.0,1,1
25607,2,0,1,0,Not Selected,Room_Type 1,2018-03-20,40.0,Online,0,88.2,0,0
25608,2,1,2,5,Meal Plan 1,Room_Type 1,2018-12-28,237.0,Online,0,80.26,0,1
25609,2,0,2,2,Meal Plan 1,Room_Type 1,2018-11-06,88.0,Online,0,165.75,1,1
25610,3,0,0,2,Meal Plan 1,Room_Type 4,2018-08-12,140.0,Online,0,146.7,0,1
25611,2,0,1,0,Not Selected,Room_Type 1,2018-04-10,69.0,Offline,0,72.25,0,0
25612,3,0,1,0,Meal Plan 1,Room_Type 4,2018-06-13,5.0,Online,0,137.0,3,0
25613,2,0,1,2,Not Selected,Room_Type 1,2018-03-07,40.0,Online,0,82.1,1,0
25614,2,2,1,4,Meal Plan 1,Room_Type 6,2018-03-28,20.0,Online,0,215.0,2,0
25615,1,0,2,1,Meal Plan 1,Room_Type 1,2018-02-28,1.0,Online,0,60.0,0,1
25616,1,0,1,2,Not Selected,Room_Type 1,2018-10-03,7.0,Online,0,103.18,3,0
25617,2,1,2,2,Meal Plan 1,Room_Type 1,2018-10-21,0.0,Online,0,106.25,2,0
25618,2,0,1,4,Meal Plan 1,Room_Type 1,2018-02-03,,Offline,0,60.0,0,0
25619,2,0,2,0,Not Selected,Room_Type 1,2018-08-07,0.0,Online,0,116.0,1,0
25620,2,0,0,3,Not Selected,Room_Type 1,2018-06-09,135.0,Online,0,116.1,0,1
25621,2,0,1,4,Meal Plan 1,Room_Type 1,2018-03-30,74.0,Online,0,82.45,0,1
25622,2,0,2,1,Meal Plan 1,Room_Type 1,2018-11-13,4.0,Online,0,111.0,1,0
25623,2,0,0,4,Meal Plan 1,Room_Type 1,2017-09-01,21.0,Online,0,,0,0
25624,3,0,1,1,Meal Plan 2,Room_Type 4,2018-05-14,100.0,Online,0,219.6,2,1
25625,2,0,1,2,Not Selected,Room_Type 1,2018-10-28,36.0,Online,0,109.0,1,0
25626,2,0,2,2,Meal Plan 1,Room_Type 1,2017-12-04,112.0,Online,0,52.85,1,0
25627,2,0,0,2,Meal Plan 1,Room_Type 1,2018-10-21,263.0,Online,0,110.0,0,1
25628,2,0,0,2,Not Selected,Room_Type 1,2018-10-21,15.0,Online,0,140.0,2,0
25629,0,2,1,1,Meal Plan 1,Room_Type 2,2018-10-29,92.0,Online,0,81.5,2,0
25630,2,0,1,3,Meal Plan 1,Room_Type 1,2018-03-17,75.0,Online,0,80.0,0,1
25631,1,0,1,0,Meal Plan 1,Room_Type 1,2018-08-21,10.0,Online,0,134.0,0,1
25632,2,0,2,5,Meal Plan 1,Room_Type 1,2018-10-02,258.0,Online,0,100.3,0,1
25633,1,0,1,1,Meal Plan 2,Room_Type 1,2018-07-30,,Offline,0,90.0,0,0
25634,2,0,2,0,Meal Plan 1,Room_Type 1,2018-06-19,212.0,Online,0,81.77,0,1
25635,2,0,1,2,Meal Plan 1,Room_Type 1,2018-05-02,113.0,Online,0,105.3,1,0
25636,2,0,2,2,Meal Plan 1,Room_Type 4,2017-10-30,32.0,Offline,0,67.5,0,0
25637,2,0,0,4,Meal Plan 1,Room_Type 4,2017-11-11,51.0,Offline,0,60.0,1,0
25638,2,0,1,3,Meal Plan 1,Room_Type 1,2018-05-09,154.0,Online,0,,0,1
25639,2,0,0,2,Meal Plan 1,Room_Type 1,2018-08-26,139.0,Online,0,96.3,0,1
25640,3,0,0,3,Meal Plan 1,Room_Type 4,2018-07-26,70.0,Online,0,137.7,0,1
25641,2,0,1,1,Meal Plan 1,Room_Type 1,2018-12-05,66.0,Online,1,67.91,2,0
25642,2,0,0,2,Not Selected,Room_Type 1,2018-05-11,30.0,Online,0,116.1,1,0
25643,2,0,0,3,Meal Plan 1,Room_Type 1,2018-05-10,1.0,Offline,0,95.0,0,0
25644,2,0,0,4,Meal Plan 1,Room_Type 1,2018-04-20,270.0,Offline,0,62.8,0,1
25645,2,0,2,2,Meal Plan 1,Room_Type 1,2018-05-21,18.0,Offline,0,80.75,0,0
25646,2,0,0,1,Meal Plan 1,Room_Type 1,2018-08-24,10.0,Online,0,140.0,3,0
25647,3,0,1,4,Meal Plan 2,Room_Type 1,2018-12-21,197.0,Offline,0,160.6,0,0
25648,2,0,2,2,Not Selected,Room_Type 1,2018-04-10,78.0,Online,0,80.75,1,0
25649,2,0,0,1,Not Selected,Room_Type 1,2018-11-10,11.0,Online,0,140.0,1,1
25650,1,0,1,0,Not Selected,Room_Type 1,2018-10-10,131.0,Online,0,108.0,0,1
25651,1,0,0,1,Not Selected,Room_Type 1,2018-05-13,37.0,Online,0,116.1,0,1
25652,2,0,0,4,Not Selected,Room_Type 1,2018-02-17,16.0,Online,0,79.0,0,1
25653,2,0,2,3,Not Selected,Room_Type 1,2018-09-04,10.0,Online,0,87.05,1,0
25654,1,0,0,3,Meal Plan 1,Room_Type 1,2018-05-10,1.0,Online,0,98.56,1,0
25655,2,0,2,2,Meal Plan 1,Room_Type 2,2018-05-22,97.0,Online,0,112.01,0,1
25656,1,0,0,1,Meal Plan 1,Room_Type 1,2018-07-07,55.0,Corporate,0,79.0,0,0
25657,2,0,1,2,Meal Plan 1,Room_Type 1,2018-11-07,15.0,Online,0,200.0,2,0
25658,2,0,0,2,Meal Plan 1,Room_Type 1,2017-10-16,35.0,Offline,0,89.28,3,0
25659,1,0,2,3,Meal Plan 1,Room_Type 1,2017-08-14,6.0,Online,0,83.2,1,0
25660,2,0,1,0,Meal Plan 1,Room_Type 1,2017-10-04,12.0,Offline,0,72.0,0,0
25661,2,0,0,4,Meal Plan 1,Room_Type 1,2018-02-24,15.0,Online,0,93.0,1,0
25662,1,0,0,1,Meal Plan 1,Room_Type 1,2017-12-15,11.0,Corporate,0,65.0,0,0
25663,3,0,0,4,Meal Plan 1,Room_Type 4,2018-02-17,14.0,Online,0,138.25,1,0
25664,2,0,2,1,Meal Plan 1,Room_Type 1,2018-03-26,100.0,Online,0,90.3,1,0
25665,2,0,1,0,Not Selected,Room_Type 1,2018-09-18,54.0,Online,0,125.1,1,0
25666,2,1,2,2,Meal Plan 1,Room_Type 1,2018-09-10,24.0,Offline,0,128.0,2,0
25667,2,1,0,1,Meal Plan 1,Room_Type 1,2018-02-12,5.0,Online,0,110.0,3,0
25668,2,0,1,3,Meal Plan 2,Room_Type 1,2018-10-24,178.0,Offline,0,106.25,1,1
25669,2,0,0,4,Not Selected,Room_Type 1,2018-11-29,30.0,Online,0,74.8,1,0
25670,1,0,1,1,Meal Plan 1,Room_Type 1,2018-04-04,13.0,Offline,0,,0,0
25671,2,0,0,3,Not Selected,Room_Type 1,2017-09-30,15.0,Online,0,78.03,0,0
25672,1,0,0,1,Meal Plan 1,Room_Type 1,2017-11-05,0.0,Corporate,0,,0,0
25673,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-03,177.0,Offline,0,100.0,0,1
25674,2,0,1,0,Not Selected,Room_Type 1,2018-07-25,64.0,Online,0,103.5,0,0
25675,1,0,1,1,Not Selected,Room_Type 1,2018-12-19,13.0,Online,0,79.2,0,0
25676,2,0,2,1,Meal Plan 1,Room_Type 1,2018-02-28,,Offline,0,72.0,0,1
25677,1,0,0,3,Meal Plan 1,Room_Type 1,2017-10-22,45.0,Online,0,,2,0
25678,3,0,2,3,Meal Plan 1,Room_Type 4,2018-04-01,64.0,Online,0,119.51,2,0
25679,2,2,2,1,Meal Plan 2,Room_Type 6,2018-09-03,44.0,Online,0,233.1,0,1
25680,2,0,1,3,Meal Plan 1,Room_Type 1,2018-03-14,47.0,Online,0,77.35,1,0
25681,2,0,2,5,Not Selected,Room_Type 1,2018-06-30,213.0,Online,0,92.29,1,0
25682,2,0,0,2,Meal Plan 1,Room_Type 1,2018-01-05,0.0,Online,0,80.3,1,0
25683,2,0,0,3,Meal Plan 1,Room_Type 1,2018-02-18,16.0,Online,0,93.0,0,0
25684,2,0,0,3,Not Selected,Room_Type 1,2018-11-10,28.0,Online,0,135.0,2,0
25685,2,0,2,5,Meal Plan 1,Room_Type 1,2018-07-21,195.0,Online,0,90.95,1,0
25686,2,0,0,3,Not Selected,Room_Type 1,2018-08-16,,Online,0,,1,1
25687,2,0,1,2,Meal Plan 1,Room_Type 1,2018-09-02,14.0,Online,0,145.67,2,0
25688,2,0,2,5,Meal Plan 1,Room_Type 1,2018-06-16,116.0,Online,0,117.06,2,0
25689,2,1,2,4,Meal Plan 2,Room_Type 1,2017-10-25,47.0,Offline,0,159.75,2,0
25690,2,0,0,1,Meal Plan 1,Room_Type 1,2017-10-16,180.0,Offline,0,70.0,0,1
25691,3,0,0,4,Meal Plan 1,Room_Type 4,2018-02-23,20.0,Online,0,139.0,1,0
25692,2,0,0,5,Meal Plan 1,Room_Type 1,2017-12-29,140.0,Offline,0,70.0,0,0
25693,2,0,1,4,Meal Plan 1,Room_Type 1,2017-10-05,18.0,Online,0,107.0,2,0
25694,1,0,0,2,Meal Plan 2,Room_Type 1,2018-06-24,265.0,Offline,0,90.0,0,0
25695,2,0,1,1,Meal Plan 2,Room_Type 1,2017-10-05,88.0,Offline,0,112.2,0,0
25696,2,0,2,5,Meal Plan 1,Room_Type 4,2018-07-19,106.0,Online,0,,0,1
25697,2,0,2,1,Meal Plan 1,Room_Type 1,2018-06-12,67.0,Offline,0,80.75,0,0
25698,2,2,4,7,Meal Plan 1,Room_Type 6,2018-10-21,79.0,Online,0,172.23,1,0
25699,1,0,0,1,Meal Plan 1,Room_Type 1,2018-02-19,99.0,Corporate,0,81.0,0,0
25700,1,0,0,1,Meal Plan 1,Room_Type 1,2018-10-06,2.0,Complementary,1,0.0,3,0
25701,2,2,1,2,Meal Plan 1,Room_Type 6,2018-10-28,96.0,Online,0,162.9,1,1
25702,1,0,0,1,Meal Plan 1,Room_Type 1,2018-11-22,216.0,Corporate,0,137.0,0,1
25703,2,0,0,1,Meal Plan 1,Room_Type 1,2018-12-27,41.0,Offline,0,65.0,0,0
25704,2,0,2,2,Not Selected,Room_Type 1,2017-12-26,0.0,Online,0,90.0,1,0
25705,1,0,1,2,Meal Plan 1,Room_Type 1,2017-09-07,0.0,Online,0,148.67,0,0
25706,1,0,1,0,Meal Plan 1,Room_Type 1,2018-12-19,3.0,Corporate,1,65.0,1,0
25707,2,0,2,0,Meal Plan 2,Room_Type 1,2018-10-23,386.0,Offline,0,115.0,1,1
25708,2,0,0,2,Meal Plan 1,Room_Type 6,2018-01-15,30.0,Online,0,75.15,1,0
25709,2,0,2,1,Meal Plan 2,Room_Type 1,2018-03-27,122.0,Offline,0,107.0,1,0
25710,2,0,1,1,Meal Plan 1,Room_Type 4,2017-10-17,35.0,Online,0,113.85,1,0
25711,1,0,2,2,Meal Plan 1,Room_Type 4,2018-11-06,86.0,Online,0,146.6,1,1
25712,1,0,0,2,Meal Plan 1,Room_Type 1,2017-10-02,164.0,Offline,0,100.0,0,0
25713,2,0,1,1,Meal Plan 1,Room_Type 1,2017-10-12,60.0,Offline,0,65.0,1,0
25714,2,0,1,1,Meal Plan 1,Room_Type 1,2018-06-04,275.0,Offline,0,62.8,0,1
25715,2,0,0,2,Meal Plan 1,Room_Type 1,2017-09-17,17.0,Online,0,114.5,2,0
25716,2,0,0,2,Meal Plan 1,Room_Type 1,2018-04-15,122.0,Offline,0,85.0,0,0
25717,2,0,1,3,Meal Plan 1,Room_Type 1,2018-04-28,,Offline,0,90.0,0,0
25718,2,0,2,3,Meal Plan 1,Room_Type 1,2018-10-22,115.0,Online,0,107.64,3,0
25719,2,0,0,4,Meal Plan 1,Room_Type 1,2018-05-04,253.0,Offline,0,90.0,0,1
25720,2,0,2,6,Not Selected,Room_Type 1,2018-08-12,11.0,Online,0,139.0,0,1
25721,2,0,1,2,Meal Plan 1,Room_Type 4,2018-08-26,29.0,Online,0,150.8,1,0
25722,2,0,0,4,Meal Plan 1,Room_Type 4,2018-07-05,19.0,Online,0,175.0,2,0
25723,2,0,2,1,Meal Plan 1,Room_Type 4,2018-02-07,18.0,Online,0,82.8,1,0
25724,2,0,0,2,Not Selected,Room_Type 1,2018-01-22,2.0,Online,0,85.0,1,0
25725,2,0,0,3,Meal Plan 1,Room_Type 4,2018-04-05,35.0,Online,0,,1,0
25726,2,1,1,2,Meal Plan 1,Room_Type 1,2018-07-25,138.0,Online,0,121.5,1,0
25727,2,0,1,2,Meal Plan 1,Room_Type 1,2018-05-09,89.0,Offline,0,75.0,1,0
25728,3,0,2,3,Meal Plan 2,Room_Type 4,2018-09-25,86.0,Offline,0,182.53,0,0
25729,1,0,0,1,Meal Plan 1,Room_Type 1,2018-11-04,361.0,Online,1,91.0,0,1
25730,3,0,0,3,Meal Plan 1,Room_Type 4,2018-03-15,41.0,Online,0,123.3,2,0
25731,2,1,0,1,Not Selected,Room_Type 1,2018-01-09,4.0,Online,0,77.0,1,0
25732,2,0,0,1,Meal Plan 1,Room_Type 1,2018-07-05,45.0,Offline,0,76.5,0,0
25733,2,0,1,1,Meal Plan 1,Room_Type 4,2018-06-18,44.0,Offline,0,96.3,0,0
25734,2,0,1,1,Meal Plan 1,Room_Type 1,2018-08-29,109.0,Offline,0,72.25,0,0
25735,1,0,0,1,Meal Plan 1,Room_Type 1,2017-08-05,1.0,Complementary,0,6.0,0,0
25736,2,0,1,2,Meal Plan 1,Room_Type 1,2018-09-19,159.0,Offline,0,144.0,0,1
25737,1,0,1,3,Meal Plan 1,Room_Type 1,2018-06-09,,Offline,0,74.0,0,0
25738,2,0,0,2,Meal Plan 1,Room_Type 4,2018-10-05,29.0,Online,0,166.25,3,0
25739,2,0,2,1,Meal Plan 1,Room_Type 1,2018-06-26,1.0,Online,0,137.67,1,0
25740,2,0,0,2,Meal Plan 1,Room_Type 1,2018-05-20,211.0,Offline,0,100.0,0,1
25741,2,0,1,4,Meal Plan 1,Room_Type 4,2018-08-31,41.0,Online,0,123.3,2,0
25742,2,0,0,1,Not Selected,Room_Type 1,2018-12-07,81.0,Online,0,79.2,2,0
25743,2,0,1,3,Meal Plan 1,Room_Type 1,2018-09-26,250.0,Offline,0,95.0,0,1
25744,2,0,2,3,Meal Plan 2,Room_Type 1,2018-07-10,109.0,Offline,0,102.25,0,0
25745,1,0,2,0,Not Selected,Room_Type 1,2018-04-03,17.0,Online,0,89.0,0,1
25746,2,0,2,2,Meal Plan 1,Room_Type 1,2018-12-23,20.0,Online,0,102.4,0,0
25747,1,0,1,0,Meal Plan 1,Room_Type 1,2018-03-06,,Online,0,96.0,0,0
25748,1,0,0,1,Meal Plan 1,Room_Type 1,2017-11-18,0.0,Corporate,1,65.0,0,0
25749,2,0,1,2,Meal Plan 1,Room_Type 1,2018-06-17,290.0,Offline,0,72.0,0,1
25750,2,0,2,2,Not Selected,Room_Type 1,2018-08-14,98.0,Online,0,78.35,1,0
25751,1,0,0,3,Meal Plan 1,Room_Type 1,2018-05-31,113.0,Corporate,0,100.0,0,1
25752,2,0,0,1,Meal Plan 1,Room_Type 1,2018-01-14,1.0,Offline,0,66.0,0,0
25753,2,0,2,2,Meal Plan 1,Room_Type 1,2017-10-23,11.0,Offline,0,88.5,0,0
25754,2,0,1,2,Meal Plan 1,Room_Type 1,2018-03-04,73.0,Online,0,62.29,1,0
25755,2,0,0,1,Not Selected,Room_Type 1,2018-05-07,37.0,Online,0,89.4,0,0
25756,1,0,2,1,Meal Plan 1,Room_Type 1,2018-09-18,4.0,Online,0,130.4,0,1
25757,1,0,0,3,Meal Plan 1,Room_Type 5,2018-08-16,172.0,Corporate,0,106.0,0,1
25758,2,0,2,5,Meal Plan 1,Room_Type 1,2018-05-28,192.0,Online,0,,0,1
25759,2,0,2,5,Meal Plan 1,Room_Type 1,2018-06-14,90.0,Online,0,130.78,2,1
25760,2,0,2,1,Meal Plan 1,Room_Type 4,2018-03-19,38.0,Online,0,104.4,0,0
25761,2,0,2,2,Meal Plan 1,Room_Type 4,2018-09-02,21.0,Online,0,141.0,1,1
25762,2,0,1,0,Not Selected,Room_Type 1,2018-09-25,19.0,Online,0,129.0,0,1
25763,2,0,0,4,Meal Plan 1,Room_Type 1,2017-12-09,110.0,Offline,0,70.0,0,0
25764,2,0,1,2,Meal Plan 1,Room_Type 1,2017-09-14,256.0,Offline,0,76.67,0,0
25765,2,0,0,1,Meal Plan 1,Room_Type 1,2018-12-27,39.0,Offline,0,65.0,1,0
25766,1,0,0,3,Meal Plan 1,Room_Type 1,2018-10-13,335.0,Offline,0,80.0,0,0
25767,2,0,0,2,Meal Plan 1,Room_Type 4,2017-10-22,37.0,Online,0,,2,0
25768,2,1,2,5,Meal Plan 1,Room_Type 4,2018-08-04,181.0,Online,0,129.7,2,1
25769,2,0,2,5,Meal Plan 1,Room_Type 1,2018-07-02,54.0,Online,0,119.7,0,1
25770,2,1,2,3,Meal Plan 2,Room_Type 1,2018-11-18,25.0,Online,0,146.7,2,0
25771,1,0,0,1,Meal Plan 1,Room_Type 1,2018-05-24,0.0,Online,0,135.0,0,1
25772,2,1,2,5,Meal Plan 2,Room_Type 1,2018-08-01,186.0,Online,0,164.25,2,1
25773,2,0,0,4,Meal Plan 1,Room_Type 1,2018-12-13,24.0,Online,0,68.07,0,0
25774,2,0,0,2,Meal Plan 2,Room_Type 1,2017-07-17,273.0,Offline,0,109.0,0,1
25775,2,0,0,3,Meal Plan 1,Room_Type 1,2018-06-21,22.0,Online,0,127.67,0,1
25776,1,0,1,0,Meal Plan 1,Room_Type 1,2018-05-16,,Online,0,97.0,1,0
25777,2,2,2,4,Meal Plan 1,Room_Type 6,2017-10-02,,Online,0,224.5,2,0
25778,2,0,2,2,Meal Plan 1,Room_Type 1,2018-10-09,110.0,Offline,0,130.0,2,1
25779,1,0,0,3,Meal Plan 1,Room_Type 1,2018-11-01,166.0,Offline,0,110.0,0,1
25780,2,0,2,3,Meal Plan 1,Room_Type 1,2018-10-09,,Offline,0,80.75,0,0
25781,2,0,0,2,Meal Plan 1,Room_Type 1,2017-09-29,68.0,Offline,0,,0,0
25782,2,0,0,4,Meal Plan 1,Room_Type 1,2018-04-06,,Online,0,84.58,0,1
25783,2,0,1,1,Meal Plan 1,Room_Type 1,2018-06-04,275.0,Offline,0,62.8,0,1
25784,2,0,0,3,Meal Plan 1,Room_Type 1,2018-01-14,50.0,Offline,0,52.0,1,0
25785,2,0,0,1,Not Selected,Room_Type 1,2018-11-02,8.0,Online,0,120.0,2,0
25786,1,0,0,1,Meal Plan 1,Room_Type 1,2018-10-13,,Corporate,1,67.0,0,0
25787,2,0,0,3,Meal Plan 1,Room_Type 1,2018-11-03,304.0,Online,0,89.0,0,1
25788,2,0,0,3,Not Selected,Room_Type 1,2018-08-31,35.0,Online,0,108.0,0,0
25789,2,0,2,1,Not Selected,Room_Type 1,2018-04-09,89.0,Online,0,79.5,1,0
25790,1,0,0,1,Meal Plan 1,Room_Type 1,2018-05-17,9.0,Online,0,106.26,1,0
25791,2,0,0,1,Not Selected,Room_Type 1,2017-09-15,18.0,Offline,0,76.8,0,0
25792,1,0,0,1,Meal Plan 1,Room_Type 1,2018-05-20,0.0,Corporate,0,95.0,0,0
25793,2,0,2,2,Meal Plan 2,Room_Type 1,2018-04-22,169.0,Online,0,106.0,0,1
25794,2,0,2,1,Meal Plan 1,Room_Type 1,2018-08-28,40.0,Online,0,112.5,1,0
25795,2,0,2,2,Not Selected,Room_Type 1,2018-12-02,35.0,Online,0,,2,0
25796,2,0,0,4,Not Selected,Room_Type 1,2018-10-18,205.0,Online,0,85.5,2,1
25797,2,0,0,2,Not Selected,Room_Type 1,2018-05-31,1.0,Online,0,128.0,1,0
25798,2,0,0,1,Meal Plan 1,,2018-10-04,83.0,Online,0,118.8,1,1
25799,2,0,2,3,Meal Plan 1,Room_Type 4,2018-12-04,12.0,Online,0,105.9,0,0
25800,2,1,2,1,Meal Plan 1,Room_Type 1,2017-12-05,3.0,Online,0,120.0,2,0
25801,2,0,2,3,Meal Plan 1,Room_Type 1,2018-03-13,13.0,Offline,0,63.58,0,0
25802,2,0,1,2,Meal Plan 1,Room_Type 1,2017-10-19,3.0,Corporate,0,123.0,0,0
25803,3,0,1,2,Meal Plan 1,Room_Type 4,2018-04-11,12.0,Online,0,157.0,2,0
25804,2,0,0,2,Not Selected,Room_Type 1,2018-11-02,96.0,Online,0,79.2,3,0
25805,3,0,2,1,Meal Plan 1,Room_Type 4,2018-12-03,25.0,Online,0,154.0,0,1
25806,2,0,1,1,Not Selected,Room_Type 1,2018-06-18,91.0,Online,0,116.1,0,1
25807,2,0,0,1,Meal Plan 1,Room_Type 4,2018-09-22,2.0,Online,0,210.0,2,0
25808,2,0,2,4,Meal Plan 1,Room_Type 1,2018-09-29,263.0,Online,0,100.3,0,1
25809,1,0,0,3,Meal Plan 1,Room_Type 1,2017-12-31,50.0,Offline,0,65.67,0,0
25810,2,0,1,2,Meal Plan 1,Room_Type 1,2018-05-20,86.0,Offline,0,65.0,1,0
25811,2,0,1,4,Meal Plan 1,Room_Type 1,2017-08-17,11.0,Online,0,90.0,2,1
25812,1,0,2,2,Meal Plan 1,Room_Type 1,2018-06-05,163.0,Offline,0,100.0,0,1
25813,2,0,2,2,Meal Plan 1,Room_Type 1,2018-07-23,,Online,0,105.3,0,1
25814,2,0,0,1,Meal Plan 1,Room_Type 1,2018-12-27,15.0,Offline,0,65.0,0,0
25815,3,0,0,4,Meal Plan 1,Room_Type 4,2018-08-16,184.0,Online,0,139.05,3,0
25816,2,0,2,3,Meal Plan 1,Room_Type 1,2018-05-15,30.0,Online,0,97.71,1,0
25817,1,0,0,3,Meal Plan 1,Room_Type 4,2018-06-14,11.0,Corporate,0,90.0,0,0
25818,1,0,2,6,Not Selected,Room_Type 1,2018-01-15,24.0,Online,0,77.0,1,0
25819,2,0,0,3,Meal Plan 1,Room_Type 1,2017-07-16,,Online,0,76.5,0,1
25820,1,0,0,2,Not Selected,Room_Type 1,2018-06-01,25.0,Online,0,104.0,1,0
25821,3,0,0,2,Meal Plan 1,Room_Type 4,2018-06-10,3.0,Online,0,157.0,2,0
25822,2,0,0,4,Meal Plan 1,Room_Type 4,2018-09-14,65.0,Online,0,149.4,1,0
25823,2,0,1,1,Meal Plan 1,Room_Type 1,2018-03-14,43.0,Online,0,81.9,1,1
25824,1,0,0,2,Meal Plan 1,Room_Type 1,2018-12-13,7.0,Corporate,0,79.0,0,0
25825,2,0,0,2,Meal Plan 1,Room_Type 4,2018-09-16,64.0,Online,0,149.4,1,0
25826,2,0,1,2,Meal Plan 1,Room_Type 1,2018-07-01,86.0,Offline,0,,0,0
25827,2,0,0,3,Meal Plan 1,Room_Type 4,2018-03-24,8.0,Online,0,171.67,0,1
25828,2,0,1,0,Not Selected,Room_Type 1,2018-09-26,53.0,Online,0,125.1,1,1
25829,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-17,245.0,Online,0,75.0,0,1
25830,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-12,314.0,Offline,0,75.0,0,1
25831,1,0,0,3,Meal Plan 1,Room_Type 1,2018-06-14,71.0,Offline,0,120.0,0,0
25832,2,0,0,4,Meal Plan 1,Room_Type 1,2018-04-20,270.0,Offline,0,80.0,0,0
25833,2,0,1,3,Meal Plan 1,Room_Type 4,2018-05-05,103.0,Online,0,124.53,0,1
25834,2,0,0,3,Meal Plan 1,Room_Type 1,2018-06-28,118.0,Online,0,96.3,0,1
25835,2,0,0,1,Not Selected,Room_Type 1,2018-09-09,0.0,Online,0,107.42,0,0
25836,2,0,1,2,Meal Plan 1,Room_Type 1,2018-12-09,74.0,Offline,0,75.0,0,0
25837,2,0,1,2,Meal Plan 1,Room_Type 1,2018-05-13,,Offline,0,95.0,0,1
25838,2,0,2,4,Meal Plan 1,Room_Type 1,2018-06-08,75.0,Offline,0,80.75,0,0
25839,2,0,0,1,Meal Plan 1,Room_Type 1,2018-06-28,41.0,Offline,0,,0,0
25840,2,0,2,2,Meal Plan 1,Room_Type 1,2018-09-04,63.0,Online,0,103.95,2,0
